Ticker,Mean Return (Annualized),Risk (Annualized Std Dev)
CMRE,0.22865782182744426,0.3893676013336889
CMS,-0.04054634382942394,0.20027184395364941
CMSA,0.18755130917311172,0.14665317187014454
CMSC,0.16987439436152713,0.11740109074760556
CMSD,0.16304740496160752,0.11331666444384746
CMTG,0.08507642957934641,0.376525116662324
CMU,0.10658250461879229,0.14548632492361677
CNA,0.09113140170432929,0.2183432837790895
CNC,-0.0391344780806889,0.2592291308828276
CNF,0.534852942828432,0.5875027240457316
CNH,-0.20203191967775008,0.3218589908109277
CNI,0.09287775804589249,0.19479795260004962
CNK,0.6070191303502119,0.41587006773400825
CNM,0.7768887869895852,0.2856935171662512
CNMD,0.2677287403191631,0.34501499474523545
CNNE,-0.011686589306154,0.2913284194990057
CNO,0.2556722675303637,0.2886454921999153
CNP,0.012281898530517582,0.1969915887439962
CNQ,0.32527963975329194,0.3049955985766738
CNS,0.22339388290512996,0.31237357064811827
CNX,0.2655616871877243,0.2887183905535324
CODI,0.2402855623877397,0.25817833989742295
COF,0.42383457390040097,0.32602608674759903
COHR,0.42397766556141275,0.6141588130609938
COLD,0.12313365239027299,0.25531844365296963
COMP,0.9191932264908341,0.8948359930341117
COOK,0.3848146880608086,0.8532951226671969
COP,0.1030764079629676,0.2856955779300146
COR,0.25054297508248374,0.16285784235967213
COTY,0.4045753064625787,0.32463303626414197
COUR,0.5728570900858128,0.4887377438738653
CP,0.08639472866236701,0.21954117456948957
CPA,0.346087113308001,0.3174412278852768
CPAC,0.11658158260921322,0.22303669631970197
CPAY,0.4758559544793629,0.27268402739101183
CPB,-0.2109577255119938,0.21628857388059305
CPF,0.09028457065892434,0.3667521225059462
CPK,-0.056853289630958107,0.23475634515152824
CPNG,0.1601812628711766,0.39344785263251597
CPRI,0.05032779844236997,0.6752903052675183
CPS,1.107388456266111,0.888036858185896
CPT,-0.04022114665346812,0.2423107401466587
CQP,0.03637096666147782,0.309222232853596
CR,0.7141173529398585,0.3150481606127546
CRBG,0.2798278927322722,0.33422171401312356
CRC,0.3511410891718093,0.30244716482917966
CRGY,0.2894124902228522,0.4374575351851567
CRH,0.6070403997989275,0.2665262056224319
CRI,0.0867808692836095,0.28732391975500865
CRK,-0.18442290196738914,0.48926421162086586
CRL,0.14241995749098282,0.3520422272302927
CRM,0.7208997155991953,0.296054653327964
CRS,0.789066006298599,0.414377712782156
CRT,-0.08725733681210593,0.5584921991334502
CSAN,0.412828710206662,0.37691433275494657
CSL,0.34453735017378484,0.28529299244081197
CSR,0.08860961960765971,0.27549400117091716
CSTM,0.5786036957799203,0.38480236873651325
CSV,-0.03280008509577817,0.4180164237948312
CTBB,-0.22971806145935522,0.6161253890251632
CTDD,-0.2519009782070233,0.6015409865728355
CTLT,0.2107107655169292,0.6501921289684386
CTO,0.04726894600543449,0.2091923856336552
CTOS,0.06334253843323848,0.41094072715291174
CTR,0.38815067307016793,0.24243244893550214
CTRA,0.181682659029471,0.2813815625111151
CTRE,0.25944279085273647,0.21569786134763705
CTS,0.13515468293843444,0.2969482026801481
CTV,0.22917059773535942,0.9200888386522067
CTVA,-0.1647487234204078,0.2545533374003098
CUBB,0.12224463215312649,0.4380977279887265
CUBE,0.2440947536582981,0.2545574938179467
CUBI,0.9988627325482522,0.7320348333285146
CUK,1.0002913598652914,0.49854778529243826
CULP,0.2589216596725282,0.3106484515613702
CURV,1.0463319145081207,0.8856534401724723
CUZ,0.09721778158971271,0.3716871931891738
CVE,-0.008927981205761404,0.35153476799228167
CVEO,-0.10729336512328684,0.4718421800911211
CVI,0.2581648086415236,0.39967664774197076
CVLG,0.38355497119046966,0.4186888465442935
CVNA,3.5336880729980678,1.527833161021453
CVS,-0.10227336869368753,0.24495415818068883
CVX,-0.09036207499870995,0.2299215350881283
CW,0.3299233925200727,0.2094400896393282
CWAN,0.12314715120066015,0.30941059550101335
CWEN,-0.0495912736807901,0.31955461999467555
CWH,0.342748088170804,0.4628408433434366
CWK,-0.057286575220867,0.4845106565512345
CWT,-0.12851916443497427,0.24396572467083394
CX,0.70712155493776,0.3675699046867795
CXE,0.06657047375882968,0.17055079973516926
CXH,0.09756758356907101,0.12154512183221017
CXM,0.5498070279870888,0.5092656058025726
CXT,0.5438848795503028,0.304497779229093
CXW,0.3022152684763981,0.3597034657391581
CYD,0.17968328416939042,0.3543225571244562
CYH,0.08907818691943076,0.944261337911219
D,-0.21340157603014243,0.23813031928739725
DAC,0.4122043955185501,0.26625658733375324
DAL,0.2618888949750221,0.29850818129066575
DAN,0.06796081697016129,0.40462218421331086
DAO,-0.10131304793350543,0.7463678277113069
DAR,-0.1387843391230988,0.36344021820486333
DAVA,0.1573772765076713,0.49157225307583435
DAY,0.14892718037741695,0.35143308236543924
DB,0.23111761870700842,0.3218345305474855
DBD,1.0017740308430592,0.456564004173739
DBI,0.23118962892900125,0.6973811298677083
DBL,0.12189196192158547,0.13124134650155883
DBRG,0.645827327389716,0.5033951246811679
DCF,0.19915682220536082,0.14641137745070767
DCI,0.1415521515220643,0.20824520609768168
DCO,0.1074256342451383,0.33238048462782743
DD,0.1610029391681976,0.23934809412527971
DDD,0.03887501313242589,0.650015103241261
DDL,-0.7293751342050317,0.8553884643889332
DDS,0.3862498615289523,0.4188437614256848
DDT,0.08874241858982129,0.08452588573910358
DE,-0.009549847725345022,0.2718536351409614
DEA,0.046206176106204824,0.28933657878362357
DEC,-2.743012247151873,0.8269231705677621
DECK,0.5942528413114609,0.3115846246243449
DEI,0.12219491954799312,0.47481289148549266
DELL,0.7217157275653936,0.34788930427685305
DEO,-0.14192931770238762,0.22158444937484154
DESP,0.7703710273924999,0.5070152322417056
DFH,1.4807218971067972,0.5599475286549228
DFIN,0.5305069472640912,0.34736047432813344
DFP,0.021413663693682316,0.2097749211950132
DFS,0.24079771359568802,0.3494988028269471
DG,-0.5262540289200027,0.3495696512943657
DGX,-0.08599384572029146,0.18340525074198627
DHF,0.13346591724545442,0.145412349955403
DHI,0.5719291122141421,0.2816470732672432
DHR,0.029010583090769697,0.24270871016433163
DHT,0.35159000877059904,0.4089041698011663
DHX,-0.5225398126783453,0.5744440905760938
DIAX,-0.009234519224215863,0.11282120300805838
DIN,-0.19539949569558523,0.3497495506877691
DINO,0.2104837082376328,0.34563809195944895
DIS,0.053095300553042894,0.26432192983045877
